68;34;105;2;
34;125;199;2;
125;34;199;2;
34;144;214;2;
144;34;214;2;
35;67;110;2;
67;35;110;2;
35;125;173;2;
125;35;173;2;
37;36;101;2;
36;143;104;2;
143;36;104;2;
38;37;144;2;
37;143;200;2;
143;37;200;2;
40;39;106;2;
42;41;52;2;
41;43;134;2;
43;41;134;2;
41;44;190;2;
44;41;190;2;
43;42;82;2;
42;44;145;2;
44;42;145;2;
42;135;200;2;
135;42;200;2;
44;43;95;2;
43;135;132;2;
135;43;132;2;
44;135;64;2;
135;44;64;2;
46;45;155;2;
45;133;141;2;
133;45;141;2;
45;134;84;2;
134;45;84;2;
45;135;188;2;
135;45;188;2;
47;46;124;2;
46;133;166;2;
133;46;166;2;
46;134;70;2;
134;46;70;2;
46;135;194;2;
135;46;194;2;
48;47;190;2;
47;134;194;2;
134;47;194;2;
47;136;174;2;
136;47;174;2;
48;133;216;2;
133;48;216;2;
50;49;112;2;
49;136;154;2;
52;51;50;2;
51;53;105;2;
53;51;105;2;
137;51;102;2;
53;52;134;2;
52;137;56;2;
137;52;56;2;
54;53;150;2;
53;137;157;2;
137;53;157;2;
55;54;108;2;
54;124;177;2;
124;54;177;2;
54;137;215;2;
137;54;215;2;
56;55;183;2;
55;57;178;2;
57;55;178;2;
55;124;72;2;
124;55;72;2;
55;138;167;2;
138;55;167;2;
55;139;197;2;
139;55;197;2;
57;56;92;2;
56;58;67;2;
58;56;67;2;
56;59;184;2;
59;56;184;2;
56;123;145;2;
124;56;114;2;
56;138;111;2;
138;56;111;2;
58;57;130;2;
57;124;135;2;
124;57;135;2;
57;138;24;2;
138;57;24;2;
59;58;131;2;
58;60;210;2;
60;58;210;2;
58;122;196;2;
122;58;196;2;
58;123;91;2;
123;58;91;2;
58;124;181;2;
124;58;181;2;
58;138;154;2;
138;58;154;2;
60;59;80;2;
59;61;169;2;
61;59;169;2;
59;121;94;2;
121;59;94;2;
59;122;65;2;
122;59;65;2;
59;123;40;2;
123;59;40;2;
59;126;187;2;
126;59;187;2;
61;60;89;2;
60;120;207;2;
120;60;207;2;
60;121;34;2;
121;60;34;2;
60;122;18;2;
122;60;18;2;
60;123;120;2;
123;60;120;2;
60;126;213;2;
126;60;213;2;
61;120;131;2;
120;61;131;2;
61;121;82;2;
121;61;82;2;
61;122;103;2;
122;61;103;2;
61;123;209;2;
123;61;209;2;
62;118;159;2;
118;62;159;2;
62;119;31;2;
119;62;31;2;
62;120;141;2;
120;62;141;2;
65;64;88;2;
64;126;167;2;
126;64;167;2;
64;127;70;2;
127;64;70;2;
65;126;84;2;
126;65;84;2;
65;127;153;2;
67;66;127;2;
72;71;119;2;
73;72;192;2;
74;73;53;2;
73;75;200;2;
75;73;200;2;
75;74;162;2;
76;75;122;2;
75;77;189;2;
77;75;189;2;
75;78;202;2;
78;75;202;2;
77;76;74;2;
76;78;159;2;
78;76;159;2;
78;77;132;2;
79;78;114;2;
78;80;196;2;
80;78;196;2;
78;96;151;2;
96;78;151;2;
80;79;91;2;
79;96;38;2;
96;79;38;2;
80;96;71;2;
96;80;71;2;
83;82;89;2;
82;84;193;2;
84;82;193;2;
86;85;112;2;
87;86;186;2;
88;87;136;2;
87;89;215;2;
89;87;215;2;
89;88;91;2;
88;90;111;2;
90;88;111;2;
90;89;20;2;
94;132;66;2;
132;94;66;2;
95;132;211;2;
132;95;211;2;
98;97;121;2;
99;98;163;2;
98;101;168;2;
101;98;168;2;
100;99;182;2;
101;100;174;2;
103;102;85;2;
105;104;209;2;
106;105;167;2;
112;111;214;2;
113;112;88;2;
115;114;34;2;
114;116;156;2;
116;114;156;2;
116;115;184;2;
117;116;172;2;
119;118;130;2;
120;119;170;2;
121;120;184;2;
120;122;215;2;
122;120;215;2;
122;121;33;2;
121;123;134;2;
123;121;134;2;
121;126;188;2;
126;121;188;2;
123;122;106;2;
122;126;196;2;
126;122;196;2;
123;126;193;2;
126;123;193;2;
124;138;132;2;
125;143;208;2;
143;125;208;2;
134;133;128;2;
135;134;182;2;
140;139;108;2;
141;140;193;2;
142;141;165;2;
